duracao_incidente,equipamento_nome,equipamento_modelo,equipamento_grupo,turno,data_inicio,data_final,data,local_nome,secao,alarme_nome,alarme_codigo,alarme_level
41,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 07:01:00-04,2024-10-23 07:01:41-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
75,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:01:06-04,2024-10-23 07:02:21-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
148,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 07:01:06-04,2024-10-23 07:03:34-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
122,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 07:01:08-04,2024-10-23 07:03:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
116,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 07:01:12-04,2024-10-23 07:03:08-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
56,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 07:01:12-04,2024-10-23 07:02:08-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
181,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:01:15-04,2024-10-23 07:04:16-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
47,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 07:01:16-04,2024-10-23 07:02:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
72,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:01:18-04,2024-10-23 07:02:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
159,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 07:01:19-04,2024-10-23 07:03:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
28,EFT,MULTICAL,MULTICAL,2,2024-10-23 07:01:28-04,2024-10-23 07:01:56-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
127,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:01:32-04,2024-10-23 07:03:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
107,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:01:47-04,2024-10-23 07:03:34-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
36,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-23 07:01:48-04,2024-10-23 07:02:24-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
49,Camera-Auto,MULTICAL,MULTICAL,1,2024-10-23 07:01:54-04,2024-10-23 07:02:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
75,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 07:01:56-04,2024-10-23 07:03:11-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
54,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 07:02:01-04,2024-10-23 07:02:55-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
162,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 07:02:06-04,2024-10-23 07:04:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
221,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:02:07-04,2024-10-23 07:05:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
266,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 07:02:10-04,2024-10-23 07:06:36-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
138,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 07:02:12-04,2024-10-23 07:04:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
92,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 07:02:17-04,2024-10-23 07:03:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
48,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:02:20-04,2024-10-23 07:03:08-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
57,MULTICAL,MULTICAL,MULTICAL,2,2024-10-23 07:02:29-04,2024-10-23 07:03:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
126,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:02:37-04,2024-10-23 07:04:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
65,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:02:40-04,2024-10-23 07:03:45-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
80,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 07:02:42-04,2024-10-23 07:04:02-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
154,MULTICAL,MULTICAL,MULTICAL,1,2024-10-23 07:02:43-04,2024-10-23 07:05:17-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
91,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 07:02:51-04,2024-10-23 07:04:22-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
114,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 07:02:53-04,2024-10-23 07:04:47-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
75,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 07:02:59-04,2024-10-23 07:04:14-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
169,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:03:01-04,2024-10-23 07:05:50-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
121,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 07:03:06-04,2024-10-23 07:05:07-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
308,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 07:03:09-04,2024-10-23 07:08:17-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
62,MULTICAL,MULTICAL,MULTICAL,3,2024-10-23 07:03:16-04,2024-10-23 07:04:18-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
52,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 07:03:17-04,2024-10-23 07:04:09-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
121,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 07:03:23-04,2024-10-23 07:05:24-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
45,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-23 07:03:34-04,2024-10-23 07:04:19-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
81,AUTO-DISPLAYS,MULTICAL,MULTICAL,3,2024-10-23 07:03:37-04,2024-10-23 07:04:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
54,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 07:03:37-04,2024-10-23 07:04:31-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
34,Camera-Auto,MULTICAL,MULTICAL,1,2024-10-23 07:03:39-04,2024-10-23 07:04:13-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
127,MULTICAL,MULTICAL,MULTICAL,3,2024-10-23 07:03:41-04,2024-10-23 07:05:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
206,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 07:03:42-04,2024-10-23 07:07:08-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
18,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 07:03:43-04,2024-10-23 07:04:01-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
35,EFT,MULTICAL,MULTICAL,3,2024-10-23 07:03:47-04,2024-10-23 07:04:22-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
34,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 07:03:52-04,2024-10-23 07:04:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
179,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:03:55-04,2024-10-23 07:06:54-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
312,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:03:58-04,2024-10-23 07:09:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
31,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 07:03:59-04,2024-10-23 07:04:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
131,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:04:03-04,2024-10-23 07:06:14-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
40,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 07:04:14-04,2024-10-23 07:04:54-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
56,EFT,MULTICAL,MULTICAL,1,2024-10-23 07:04:24-04,2024-10-23 07:05:20-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
45,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:04:27-04,2024-10-23 07:05:12-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
105,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:04:30-04,2024-10-23 07:06:15-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
26,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 07:04:42-04,2024-10-23 07:05:08-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
47,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-23 07:04:45-04,2024-10-23 07:05:32-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
81,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-23 07:04:59-04,2024-10-23 07:06:20-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
22,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 07:05:03-04,2024-10-23 07:05:25-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
121,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 07:05:03-04,2024-10-23 07:07:04-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
83,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 07:05:10-04,2024-10-23 07:06:33-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
169,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:05:17-04,2024-10-23 07:08:06-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
232,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 07:05:24-04,2024-10-23 07:09:16-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
61,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 07:05:25-04,2024-10-23 07:06:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
127,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 07:05:37-04,2024-10-23 07:07:44-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
55,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 07:05:52-04,2024-10-23 07:06:47-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
45,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 07:06:00-04,2024-10-23 07:06:45-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
166,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:06:01-04,2024-10-23 07:08:47-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
177,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-23 07:06:05-04,2024-10-23 07:09:02-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
129,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:06:11-04,2024-10-23 07:08:20-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
187,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:06:19-04,2024-10-23 07:09:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
270,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:06:23-04,2024-10-23 07:10:53-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
99,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:06:23-04,2024-10-23 07:08:02-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
46,AUTO-DISPLAYS,MULTICAL,MULTICAL,2,2024-10-23 07:06:24-04,2024-10-23 07:07:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
154,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:06:24-04,2024-10-23 07:08:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
50,EFT,MULTICAL,MULTICAL,1,2024-10-23 07:06:24-04,2024-10-23 07:07:14-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
123,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 07:06:26-04,2024-10-23 07:08:29-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
66,AUTO-DISPLAYS,MULTICAL,MULTICAL,2,2024-10-23 07:06:27-04,2024-10-23 07:07:33-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
23,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-23 07:06:34-04,2024-10-23 07:06:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
110,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:06:44-04,2024-10-23 07:08:34-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
85,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-23 07:06:57-04,2024-10-23 07:08:22-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
263,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:07:04-04,2024-10-23 07:11:27-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
178,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:07:04-04,2024-10-23 07:10:02-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
70,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:07:09-04,2024-10-23 07:08:19-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
63,Camera-Auto,MULTICAL,MULTICAL,2,2024-10-23 07:07:15-04,2024-10-23 07:08:18-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
86,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:07:20-04,2024-10-23 07:08:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
69,MULTICAL,MULTICAL,MULTICAL,3,2024-10-23 07:07:20-04,2024-10-23 07:08:29-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
36,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 07:07:30-04,2024-10-23 07:08:06-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
72,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 07:07:31-04,2024-10-23 07:08:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
55,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 07:07:46-04,2024-10-23 07:08:41-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
150,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-23 07:07:47-04,2024-10-23 07:10:17-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
147,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:07:49-04,2024-10-23 07:10:16-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
34,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:07:50-04,2024-10-23 07:08:24-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
128,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:07:50-04,2024-10-23 07:09:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
145,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-23 07:07:51-04,2024-10-23 07:10:16-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
81,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 07:07:52-04,2024-10-23 07:09:13-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
23,Camera-Auto,MULTICAL,MULTICAL,1,2024-10-23 07:07:53-04,2024-10-23 07:08:16-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
76,AUTO-DISPLAYS,MULTICAL,MULTICAL,3,2024-10-23 07:07:59-04,2024-10-23 07:09:15-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
46,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:08:00-04,2024-10-23 07:08:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
79,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-23 07:08:07-04,2024-10-23 07:09:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
55,EFT,MULTICAL,MULTICAL,2,2024-10-23 07:08:15-04,2024-10-23 07:09:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
184,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-23 07:08:21-04,2024-10-23 07:11:25-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
52,AUTO-DISPLAYS,MULTICAL,MULTICAL,3,2024-10-23 07:08:23-04,2024-10-23 07:09:15-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
141,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-23 07:08:35-04,2024-10-23 07:10:56-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
27,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-23 07:08:35-04,2024-10-23 07:09:02-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
176,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-23 07:08:50-04,2024-10-23 07:11:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
56,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-23 07:08:50-04,2024-10-23 07:09:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
33,EFT,MULTICAL,MULTICAL,2,2024-10-23 07:09:00-04,2024-10-23 07:09:33-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
